TractFIPS,tract,usps_zip_pref_state,usps_zip_pref_city,StateAbbr,PlaceName
12011042900,12011042900.0,FL,FORT LAUDERDALE,FL,Plantation
12011042900,12011042900.0,FL,FORT LAUDERDALE,FL,Plantation
12011080402,12011080402.0,FL,FORT LAUDERDALE,FL,Hollywood
12011110600,12011110600.0,FL,FORT LAUDERDALE,FL,Davie
12011110600,12011110600.0,FL,FORT LAUDERDALE,FL,Davie
12011110600,12011110600.0,FL,FORT LAUDERDALE,FL,Davie
12011061100,12011061100.0,FL,FORT LAUDERDALE,FL,Plantation
12011060125,12011060125.0,FL,FORT LAUDERDALE,FL,Sunrise
12011060125,12011060125.0,FL,FORT LAUDERDALE,FL,Sunrise
12011060122,12011060122.0,FL,FORT LAUDERDALE,FL,Sunrise
12011070321,12011070321.0,FL,FORT LAUDERDALE,FL,Sunrise
12011070402,12011070402.0,FL,FORT LAUDERDALE,FL,Davie
12011070402,12011070402.0,FL,FORT LAUDERDALE,FL,Davie
12099001402,12099001402.0,FL,WEST PALM BEACH,FL,West Palm Beach
12099001002,12099001002.0,FL,WEST PALM BEACH,FL,West Palm Beach
12099007831,12099007831.0,FL,WEST PALM BEACH,FL,West Palm Beach
12099007831,12099007831.0,FL,PALM BEACH GARDENS,FL,West Palm Beach
12099005812,12099005812.0,FL,BOYNTON BEACH,FL,Boynton Beach
12099005812,12099005812.0,FL,BOYNTON BEACH,FL,Boynton Beach
12099007002,12099007002.0,FL,BOCA RATON,FL,Boca Raton
12099007002,12099007002.0,FL,BOCA RATON,FL,Boca Raton
12099007002,12099007002.0,FL,BOCA RATON,FL,Boca Raton
12099007616,12099007616.0,FL,BOCA RATON,FL,Boca Raton
12099007616,12099007616.0,FL,BOCA RATON,FL,Boca Raton
12099006602,12099006602.0,FL,BOYNTON BEACH,FL,Boynton Beach
12099006602,12099006602.0,FL,DELRAY BEACH,FL,Boynton Beach
12099005411,12099005411.0,FL,BOYNTON BEACH,FL,Boynton Beach
12099005411,12099005411.0,FL,DELRAY BEACH,FL,Boynton Beach
12099005810,12099005810.0,FL,BOYNTON BEACH,FL,Boynton Beach
12057011010,12057011010.0,FL,LUTZ,FL,Tampa
12057011010,12057011010.0,FL,TAMPA,FL,Tampa
12057004000,12057004000.0,FL,TAMPA,FL,Tampa
12057011905,12057011905.0,FL,TAMPA,FL,Tampa
12057011905,12057011905.0,FL,TAMPA,FL,Tampa
12057011905,12057011905.0,FL,TAMPA,FL,Tampa
12057011902,12057011902.0,FL,TAMPA,FL,Tampa
12057011902,12057011902.0,FL,TAMPA,FL,Tampa
12057012001,12057012001.0,FL,TAMPA,FL,Tampa
12057012001,12057012001.0,FL,TAMPA,FL,Tampa
12057011304,12057011304.0,FL,TAMPA,FL,Tampa
12057011304,12057011304.0,FL,TAMPA,FL,Tampa
12057011205,12057011205.0,FL,TAMPA,FL,Tampa
12057011205,12057011205.0,FL,TAMPA,FL,Tampa
12057011904,12057011904.0,FL,TAMPA,FL,Tampa
12057011802,12057011802.0,FL,TAMPA,FL,Tampa
12057010809,12057010809.0,FL,TAMPA,FL,Tampa
12057012002,12057012002.0,FL,TAMPA,FL,Tampa
12057011014,12057011014.0,FL,TAMPA,FL,Tampa
12103024804,12103024804.0,FL,SAINT PETERSBURG,FL,St. Petersburg
12103024804,12103024804.0,FL,PINELLAS PARK,FL,St. Petersburg
12103025401,12103025401.0,FL,CLEARWATER,FL,Largo
12103025401,12103025401.0,FL,CLEARWATER,FL,Largo
12103025501,12103025501.0,FL,CLEARWATER,FL,Largo
12103025506,12103025506.0,FL,CLEARWATER,FL,Clearwater
12103025506,12103025506.0,FL,LARGO,FL,Clearwater
12103025505,12103025505.0,FL,CLEARWATER,FL,Clearwater
12103025505,12103025505.0,FL,LARGO,FL,Clearwater
12103024507,12103024507.0,FL,CLEARWATER,FL,Largo
12103024507,12103024507.0,FL,CLEARWATER,FL,Largo
12103024510,12103024510.0,FL,CLEARWATER,FL,Largo
12103024510,12103024510.0,FL,CLEARWATER,FL,Largo
12103026820,12103026820.0,FL,CLEARWATER,FL,Clearwater
12103026912,12103026912.0,FL,CLEARWATER,FL,Clearwater
12103026912,12103026912.0,FL,CLEARWATER,FL,Clearwater
12103026911,12103026911.0,FL,CLEARWATER,FL,Clearwater
12103024505,12103024505.0,FL,CLEARWATER,FL,Largo
12103024505,12103024505.0,FL,LARGO,FL,Largo
12103024505,12103024505.0,FL,LARGO,FL,Largo
12103024505,12103024505.0,FL,PINELLAS PARK,FL,Largo
12103025412,12103025412.0,FL,CLEARWATER,FL,Largo
12103025411,12103025411.0,FL,LARGO,FL,Largo
12103025205,12103025205.0,FL,LARGO,FL,Largo
12105011834,12105011834.0,FL,LAKELAND,FL,Lakeland
12105011834,12105011834.0,FL,LAKELAND,FL,Lakeland
12105011834,12105011834.0,FL,LAKELAND,FL,Lakeland
12105012113,12105012113.0,FL,LAKELAND,FL,Lakeland
12105012113,12105012113.0,FL,LAKELAND,FL,Lakeland
12105012001,12105012001.0,FL,LAKELAND,FL,Lakeland
12105011902,12105011902.0,FL,LAKELAND,FL,Lakeland
12105011911,12105011911.0,FL,LAKELAND,FL,Lakeland
12105011836,12105011836.0,FL,LAKELAND,FL,Lakeland
12071010305,12071010305.0,FL,NORTH FORT MYERS,FL,Cape Coral
12071010305,12071010305.0,FL,CAPE CORAL,FL,Cape Coral
12111382010,12111382010.0,FL,PORT SAINT LUCIE,FL,Port St. Lucie
1073012500,1073012500.0,AL,ADAMSVILLE,AL,Birmingham
1073012500,1073012500.0,AL,MULGA,AL,Birmingham
1073012500,1073012500.0,AL,BIRMINGHAM,AL,Birmingham
1073012402,1073012402.0,AL,ADAMSVILLE,AL,Birmingham
1073012402,1073012402.0,AL,BIRMINGHAM,AL,Birmingham
1073012302,1073012302.0,AL,ADAMSVILLE,AL,Birmingham
1073012302,1073012302.0,AL,BESSEMER,AL,Birmingham
1073012302,1073012302.0,AL,MULGA,AL,Birmingham
1073012302,1073012302.0,AL,PLEASANT GROVE,AL,Birmingham
1073012302,1073012302.0,AL,QUINTON,AL,Birmingham
1073012302,1073012302.0,AL,BIRMINGHAM,AL,Birmingham
1125010601,1125010601.0,AL,ADGER,AL,Tuscaloosa
1125010601,1125010601.0,AL,TUSCALOOSA,AL,Tuscaloosa
1125010601,1125010601.0,AL,BROOKWOOD,AL,Tuscaloosa
1125010601,1125010601.0,AL,COTTONDALE,AL,Tuscaloosa
1125010601,1125010601.0,AL,VANCE,AL,Tuscaloosa
1073014203,1073014203.0,AL,BESSEMER,AL,Hoover
1073014203,1073014203.0,AL,BESSEMER,AL,Hoover
1073014203,1073014203.0,AL,HELENA,AL,Hoover
1073014203,1073014203.0,AL,MC CALLA,AL,Hoover
1073014203,1073014203.0,AL,BIRMINGHAM,AL,Hoover
1073010500,1073010500.0,AL,BESSEMER,AL,Birmingham
1073012305,1073012305.0,AL,BESSEMER,AL,Birmingham
1073012305,1073012305.0,AL,PLEASANT GROVE,AL,Birmingham
1073013901,1073013901.0,AL,BESSEMER,AL,Birmingham
1073013901,1073013901.0,AL,PLEASANT GROVE,AL,Birmingham
1073013901,1073013901.0,AL,BIRMINGHAM,AL,Birmingham
1117030344,1117030344.0,AL,CHELSEA,AL,Hoover
1117030344,1117030344.0,AL,BIRMINGHAM,AL,Hoover
1073012001,1073012001.0,AL,FULTONDALE,AL,Birmingham
1073012001,1073012001.0,AL,MOUNT OLIVE,AL,Birmingham
1073012001,1073012001.0,AL,BIRMINGHAM,AL,Birmingham
1073012001,1073012001.0,AL,BIRMINGHAM,AL,Birmingham
1073012704,1073012704.0,AL,LEEDS,AL,Birmingham
1073012704,1073012704.0,AL,BIRMINGHAM,AL,Birmingham
1073012703,1073012703.0,AL,LEEDS,AL,Birmingham
1073012703,1073012703.0,AL,BIRMINGHAM,AL,Birmingham
1073012703,1073012703.0,AL,BIRMINGHAM,AL,Birmingham
1117030305,1117030305.0,AL,PELHAM,AL,Hoover
1117030305,1117030305.0,AL,BIRMINGHAM,AL,Hoover
1117030305,1117030305.0,AL,BIRMINGHAM,AL,Hoover
1073011207,1073011207.0,AL,PINSON,AL,Birmingham
1073011207,1073011207.0,AL,BIRMINGHAM,AL,Birmingham
1073012602,1073012602.0,AL,BIRMINGHAM,AL,Birmingham
1073012602,1073012602.0,AL,BIRMINGHAM,AL,Birmingham
1073012602,1073012602.0,AL,BIRMINGHAM,AL,Birmingham
1073003200,1073003200.0,AL,BIRMINGHAM,AL,Birmingham
1073010701,1073010701.0,AL,BIRMINGHAM,AL,Birmingham
1073010802,1073010802.0,AL,BIRMINGHAM,AL,Birmingham
1073010802,1073010802.0,AL,BIRMINGHAM,AL,Birmingham
1073010802,1073010802.0,AL,BIRMINGHAM,AL,Birmingham
1073010802,1073010802.0,AL,BIRMINGHAM,AL,Birmingham
1073010803,1073010803.0,AL,BIRMINGHAM,AL,Birmingham
1073010803,1073010803.0,AL,BIRMINGHAM,AL,Birmingham
1073010805,1073010805.0,AL,BIRMINGHAM,AL,Birmingham
1073010805,1073010805.0,AL,BIRMINGHAM,AL,Birmingham
1073010805,1073010805.0,AL,BIRMINGHAM,AL,Birmingham
1073014413,1073014413.0,AL,BIRMINGHAM,AL,Birmingham
1073014413,1073014413.0,AL,BIRMINGHAM,AL,Birmingham
1073014413,1073014413.0,AL,BIRMINGHAM,AL,Birmingham
1073010801,1073010801.0,AL,BIRMINGHAM,AL,Birmingham
1073010801,1073010801.0,AL,BIRMINGHAM,AL,Birmingham
1073003300,1073003300.0,AL,BIRMINGHAM,AL,Birmingham
1073011803,1073011803.0,AL,BIRMINGHAM,AL,Birmingham
1073012906,1073012906.0,AL,BIRMINGHAM,AL,Hoover
1073012906,1073012906.0,AL,BIRMINGHAM,AL,Hoover
1117030303,1117030303.0,AL,BIRMINGHAM,AL,Birmingham
1117030303,1117030303.0,AL,BIRMINGHAM,AL,Birmingham
1117030303,1117030303.0,AL,BIRMINGHAM,AL,Birmingham
1117030212,1117030212.0,AL,BIRMINGHAM,AL,Hoover
1117030330,1117030330.0,AL,BIRMINGHAM,AL,Hoover
1073012910,1073012910.0,AL,BIRMINGHAM,AL,Hoover
1073012910,1073012910.0,AL,BIRMINGHAM,AL,Hoover
1117030213,1117030213.0,AL,BIRMINGHAM,AL,Birmingham
1125012501,1125012501.0,AL,TUSCALOOSA,AL,Tuscaloosa
1125010500,1125010500.0,AL,TUSCALOOSA,AL,Tuscaloosa
1125010804,1125010804.0,AL,TUSCALOOSA,AL,Tuscaloosa
1125010804,1125010804.0,AL,COTTONDALE,AL,Tuscaloosa
1125012502,1125012502.0,AL,TUSCALOOSA,AL,Tuscaloosa
1125010102,1125010102.0,AL,TUSCALOOSA,AL,Tuscaloosa
1125010102,1125010102.0,AL,BROOKWOOD,AL,Tuscaloosa
1125010102,1125010102.0,AL,NORTHPORT,AL,Tuscaloosa
1125010702,1125010702.0,AL,BROOKWOOD,AL,Tuscaloosa
1125010702,1125010702.0,AL,COTTONDALE,AL,Tuscaloosa
1125010702,1125010702.0,AL,DUNCANVILLE,AL,Tuscaloosa
1125010702,1125010702.0,AL,VANCE,AL,Tuscaloosa
1125010203,1125010203.0,AL,NORTHPORT,AL,Tuscaloosa
1125010203,1125010203.0,AL,NORTHPORT,AL,Tuscaloosa
1083021200,1083021200.0,AL,ATHENS,AL,Huntsville
1083021200,1083021200.0,AL,TANNER,AL,Huntsville
1083021200,1083021200.0,AL,MADISON,AL,Huntsville
1083020802,1083020802.0,AL,ATHENS,AL,Huntsville
1083020802,1083020802.0,AL,HARVEST,AL,Huntsville
1083020802,1083020802.0,AL,MADISON,AL,Huntsville
1083020802,1083020802.0,AL,MADISON,AL,Huntsville
1089010800,1089010800.0,AL,BROWNSBORO,AL,Huntsville
1089010800,1089010800.0,AL,HUNTSVILLE,AL,Huntsville
1089010800,1089010800.0,AL,HUNTSVILLE,AL,Huntsville
1089011300,1089011300.0,AL,GURLEY,AL,Huntsville
1089011300,1089011300.0,AL,NEW HOPE,AL,Huntsville
1089011300,1089011300.0,AL,OWENS CROSS ROADS,AL,Huntsville
1089011300,1089011300.0,AL,HUNTSVILLE,AL,Huntsville
1089010624,1089010624.0,AL,HARVEST,AL,Huntsville
1089010624,1089010624.0,AL,MADISON,AL,Huntsville
1089010502,1089010502.0,AL,HARVEST,AL,Huntsville
1089010502,1089010502.0,AL,TONEY,AL,Huntsville
1089010623,1089010623.0,AL,MADISON,AL,Huntsville
1089010623,1089010623.0,AL,HUNTSVILLE,AL,Huntsville
1089011022,1089011022.0,AL,MADISON,AL,Huntsville
1089011022,1089011022.0,AL,HUNTSVILLE,AL,Huntsville
1089010702,1089010702.0,AL,MERIDIANVILLE,AL,Huntsville
1089010702,1089010702.0,AL,HUNTSVILLE,AL,Huntsville
1089010702,1089010702.0,AL,HUNTSVILLE,AL,Huntsville
1089000201,1089000201.0,AL,HUNTSVILLE,AL,Huntsville
1101005901,1101005901.0,AL,HOPE HULL,AL,Montgomery
1101005901,1101005901.0,AL,MONTGOMERY,AL,Montgomery
1101005901,1101005901.0,AL,MONTGOMERY,AL,Montgomery
1101005901,1101005901.0,AL,MONTGOMERY,AL,Montgomery
1101005610,1101005610.0,AL,PIKE ROAD,AL,Montgomery
1101005610,1101005610.0,AL,MONTGOMERY,AL,Montgomery
1101005610,1101005610.0,AL,MONTGOMERY,AL,Montgomery
1101005503,1101005503.0,AL,PIKE ROAD,AL,Montgomery
1101005503,1101005503.0,AL,MONTGOMERY,AL,Montgomery
1101005501,1101005501.0,AL,PIKE ROAD,AL,Montgomery
1101005501,1101005501.0,AL,MONTGOMERY,AL,Montgomery
1101005608,1101005608.0,AL,PIKE ROAD,AL,Montgomery
1101005608,1101005608.0,AL,MONTGOMERY,AL,Montgomery
1101005608,1101005608.0,AL,MONTGOMERY,AL,Montgomery
1101005301,1101005301.0,AL,MONTGOMERY,AL,Montgomery
1097003800,1097003800.0,AL,CREOLA,AL,Mobile
1097003800,1097003800.0,AL,SARALAND,AL,Mobile
1097003800,1097003800.0,AL,SATSUMA,AL,Mobile
1097003800,1097003800.0,AL,MOBILE,AL,Mobile
1097006403,1097006403.0,AL,MOBILE,AL,Mobile
1097006405,1097006405.0,AL,MOBILE,AL,Mobile
1097006405,1097006405.0,AL,MOBILE,AL,Mobile
1097003605,1097003605.0,AL,MOBILE,AL,Mobile
1097006404,1097006404.0,AL,MOBILE,AL,Mobile
1097006404,1097006404.0,AL,MOBILE,AL,Mobile
1097003902,1097003902.0,AL,MOBILE,AL,Mobile
1097006801,1097006801.0,AL,MOBILE,AL,Mobile
1097006801,1097006801.0,AL,MOBILE,AL,Mobile
1097006802,1097006802.0,AL,MOBILE,AL,Mobile
47149040702,47149040702.0,TN,BELL BUCKLE,TN,Murfreesboro
47149040702,47149040702.0,TN,CHRISTIANA,TN,Murfreesboro
47149040702,47149040702.0,TN,MURFREESBORO,TN,Murfreesboro
47037018601,47037018601.0,TN,BRENTWOOD,TN,Nashville
47037018601,47037018601.0,TN,NASHVILLE,TN,Nashville
47037018601,47037018601.0,TN,NASHVILLE,TN,Nashville
47037018601,47037018601.0,TN,NASHVILLE,TN,Nashville
47037018700,47037018700.0,TN,BRENTWOOD,TN,Nashville
47037018700,47037018700.0,TN,NASHVILLE,TN,Nashville
47037018602,47037018602.0,TN,BRENTWOOD,TN,Nashville
47037018602,47037018602.0,TN,NASHVILLE,TN,Nashville
47037018602,47037018602.0,TN,NASHVILLE,TN,Nashville
47149040901,47149040901.0,TN,MURFREESBORO,TN,Murfreesboro
47149040901,47149040901.0,TN,MURFREESBORO,TN,Murfreesboro
47149040302,47149040302.0,TN,MURFREESBORO,TN,Murfreesboro
47149040302,47149040302.0,TN,SMYRNA,TN,Murfreesboro
47037016000,47037016000.0,TN,NASHVILLE,TN,Nashville
47037016000,47037016000.0,TN,NASHVILLE,TN,Nashville
47037017200,47037017200.0,TN,NASHVILLE,TN,Nashville
47037017200,47037017200.0,TN,NASHVILLE,TN,Nashville
47037017200,47037017200.0,TN,NASHVILLE,TN,Nashville
47037017701,47037017701.0,TN,NASHVILLE,TN,Nashville
47037017701,47037017701.0,TN,NASHVILLE,TN,Nashville
47065010413,47065010413.0,TN,HIXSON,TN,Chattanooga
47065010434,47065010434.0,TN,HIXSON,TN,Chattanooga
47065010434,47065010434.0,TN,SODDY DAISY,TN,Chattanooga
47065010434,47065010434.0,TN,CHATTANOOGA,TN,Chattanooga
47065010902,47065010902.0,TN,SIGNAL MOUNTAIN,TN,Chattanooga
47065010902,47065010902.0,TN,CHATTANOOGA,TN,Chattanooga
47065011700,47065011700.0,TN,CHATTANOOGA,TN,Chattanooga
47065011700,47065011700.0,TN,CHATTANOOGA,TN,Chattanooga
47093006207,47093006207.0,TN,POWELL,TN,Knoxville
47093006207,47093006207.0,TN,KNOXVILLE,TN,Knoxville
47093006207,47093006207.0,TN,KNOXVILLE,TN,Knoxville
47093006207,47093006207.0,TN,KNOXVILLE,TN,Knoxville
47093006104,47093006104.0,TN,POWELL,TN,Knoxville
47093006104,47093006104.0,TN,KNOXVILLE,TN,Knoxville
47093006104,47093006104.0,TN,KNOXVILLE,TN,Knoxville
47093005301,47093005301.0,TN,STRAWBERRY PLAINS,TN,Knoxville
47093005301,47093005301.0,TN,KNOXVILLE,TN,Knoxville
47093005401,47093005401.0,TN,KNOXVILLE,TN,Knoxville
47093005701,47093005701.0,TN,KNOXVILLE,TN,Knoxville
47093005701,47093005701.0,TN,KNOXVILLE,TN,Knoxville
47093005712,47093005712.0,TN,KNOXVILLE,TN,Knoxville
47093005712,47093005712.0,TN,KNOXVILLE,TN,Knoxville
47093005712,47093005712.0,TN,KNOXVILLE,TN,Knoxville
47093005704,47093005704.0,TN,KNOXVILLE,TN,Knoxville
47093005704,47093005704.0,TN,KNOXVILLE,TN,Knoxville
47093005604,47093005604.0,TN,KNOXVILLE,TN,Knoxville
47093005603,47093005603.0,TN,KNOXVILLE,TN,Knoxville
47093005807,47093005807.0,TN,KNOXVILLE,TN,Knoxville
47093005807,47093005807.0,TN,FARRAGUT,TN,Knoxville
47093005709,47093005709.0,TN,KNOXVILLE,TN,Knoxville
47093004606,47093004606.0,TN,KNOXVILLE,TN,Knoxville
47093004606,47093004606.0,TN,KNOXVILLE,TN,Knoxville
47093004610,47093004610.0,TN,KNOXVILLE,TN,Knoxville
47093005202,47093005202.0,TN,KNOXVILLE,TN,Knoxville
47157980400,47157980400.0,TN,CORDOVA,TN,Memphis
47157980400,47157980400.0,TN,MEMPHIS,TN,Memphis
47157980400,47157980400.0,TN,MEMPHIS,TN,Memphis
47157021139,47157021139.0,TN,CORDOVA,TN,Memphis
47157980100,47157980100.0,TN,MEMPHIS,TN,Memphis
47157980100,47157980100.0,TN,MEMPHIS,TN,Memphis
47157980100,47157980100.0,TN,MEMPHIS,TN,Memphis
47157020622,47157020622.0,TN,MEMPHIS,TN,Memphis
28049010500,28049010500.0,MS,BOLTON,MS,Jackson
28049010500,28049010500.0,MS,CLINTON,MS,Jackson
28049010500,28049010500.0,MS,JACKSON,MS,Jackson
28049010500,28049010500.0,MS,JACKSON,MS,Jackson
28089030105,28089030105.0,MS,RIDGELAND,MS,Jackson
28089030105,28089030105.0,MS,JACKSON,MS,Jackson
28047003101,28047003101.0,MS,GULFPORT,MS,Gulfport
28047003101,28047003101.0,MS,GULFPORT,MS,Gulfport
28047003101,28047003101.0,MS,LONG BEACH,MS,Gulfport
28047980000,28047980000.0,MS,GULFPORT,MS,Gulfport
28047980000,28047980000.0,MS,GULFPORT,MS,Gulfport
28047980000,28047980000.0,MS,GULFPORT,MS,Gulfport
28047003505,28047003505.0,MS,GULFPORT,MS,Gulfport
21111010312,21111010312.0,KY,PROSPECT,KY,Louisville
21111010001,21111010001.0,KY,LOUISVILLE,KY,Louisville
21111010601,21111010601.0,KY,LOUISVILLE,KY,Louisville
21111012802,21111012802.0,KY,LOUISVILLE,KY,Louisville
21111012802,21111012802.0,KY,LOUISVILLE,KY,Louisville
21111012802,21111012802.0,KY,LOUISVILLE,KY,Louisville
21111012802,21111012802.0,KY,LOUISVILLE,KY,Louisville
21111011403,21111011403.0,KY,LOUISVILLE,KY,Louisville
21111011112,21111011112.0,KY,LOUISVILLE,KY,Louisville
21111011112,21111011112.0,KY,LOUISVILLE,KY,Louisville
21111010701,21111010701.0,KY,LOUISVILLE,KY,Louisville
21111010006,21111010006.0,KY,LOUISVILLE,KY,Louisville
21111010006,21111010006.0,KY,LOUISVILLE,KY,Louisville
21111010006,21111010006.0,KY,LOUISVILLE,KY,Louisville
21111010006,21111010006.0,KY,LOUISVILLE,KY,Louisville
21111010004,21111010004.0,KY,LOUISVILLE,KY,Louisville
21111010705,21111010705.0,KY,LOUISVILLE,KY,Louisville
21111010705,21111010705.0,KY,LOUISVILLE,KY,Louisville
21111010705,21111010705.0,KY,LOUISVILLE,KY,Louisville
21111010005,21111010005.0,KY,LOUISVILLE,KY,Louisville
21111010005,21111010005.0,KY,LOUISVILLE,KY,Louisville
21111010005,21111010005.0,KY,LOUISVILLE,KY,Louisville
21111010007,21111010007.0,KY,LOUISVILLE,KY,Louisville
21111010007,21111010007.0,KY,LOUISVILLE,KY,Louisville
21111010007,21111010007.0,KY,LOUISVILLE,KY,Louisville
21111010008,21111010008.0,KY,LOUISVILLE,KY,Louisville
21111010008,21111010008.0,KY,LOUISVILLE,KY,Louisville
21111010008,21111010008.0,KY,LOUISVILLE,KY,Louisville
21067003916,21067003916.0,KY,LEXINGTON,KY,Lexington
39049009390,39049009390.0,OH,BLACKLICK,OH,Columbus
39049009390,39049009390.0,OH,REYNOLDSBURG,OH,Columbus
39049009390,39049009390.0,OH,COLUMBUS,OH,Columbus
39049009381,39049009381.0,OH,BLACKLICK,OH,Columbus
39049009381,39049009381.0,OH,REYNOLDSBURG,OH,Columbus
39049009381,39049009381.0,OH,COLUMBUS,OH,Columbus
39049007921,39049007921.0,OH,HILLIARD,OH,Columbus
39049007120,39049007120.0,OH,WESTERVILLE,OH,Columbus
39049007120,39049007120.0,OH,COLUMBUS,OH,Columbus
39049009800,39049009800.0,OH,GALLOWAY,OH,Columbus
39049009800,39049009800.0,OH,GROVE CITY,OH,Columbus
39049009800,39049009800.0,OH,LONDON,OH,Columbus
39049009800,39049009800.0,OH,ORIENT,OH,Columbus
39049009590,39049009590.0,OH,GROVEPORT,OH,Columbus
39049009590,39049009590.0,OH,LOCKBOURNE,OH,Columbus
39049009590,39049009590.0,OH,COLUMBUS,OH,Columbus
39049009520,39049009520.0,OH,COLUMBUS,OH,Columbus
39049008400,39049008400.0,OH,COLUMBUS,OH,Columbus
39049008400,39049008400.0,OH,COLUMBUS,OH,Columbus
39049007424,39049007424.0,OH,COLUMBUS,OH,Columbus
39049007424,39049007424.0,OH,COLUMBUS,OH,Columbus
39049010100,39049010100.0,OH,COLUMBUS,OH,Columbus
39049010100,39049010100.0,OH,COLUMBUS,OH,Columbus
39049006321,39049006321.0,OH,COLUMBUS,OH,Columbus
39049006321,39049006321.0,OH,COLUMBUS,OH,Columbus
39049006500,39049006500.0,OH,COLUMBUS,OH,Columbus
39049008330,39049008330.0,OH,COLUMBUS,OH,Columbus
39049009331,39049009331.0,OH,COLUMBUS,OH,Columbus
39049009420,39049009420.0,OH,COLUMBUS,OH,Columbus
39049009410,39049009410.0,OH,COLUMBUS,OH,Columbus
39095008400,39095008400.0,OH,TOLEDO,OH,Toledo
39095008400,39095008400.0,OH,TOLEDO,OH,Toledo
39095008400,39095008400.0,OH,TOLEDO,OH,Toledo
39035111902,39035111902.0,OH,CLEVELAND,OH,Cleveland
39035111902,39035111902.0,OH,CLEVELAND,OH,Cleveland
39035111902,39035111902.0,OH,CLEVELAND,OH,Cleveland
39035113101,39035113101.0,OH,CLEVELAND,OH,Cleveland
39035113101,39035113101.0,OH,CLEVELAND,OH,Cleveland
39035111800,39035111800.0,OH,CLEVELAND,OH,Cleveland
39035111800,39035111800.0,OH,CLEVELAND,OH,Cleveland
39035115300,39035115300.0,OH,CLEVELAND,OH,Cleveland
39035115200,39035115200.0,OH,CLEVELAND,OH,Cleveland
39035119100,39035119100.0,OH,CLEVELAND,OH,Cleveland
39035118500,39035118500.0,OH,CLEVELAND,OH,Cleveland
39035118500,39035118500.0,OH,CLEVELAND,OH,Cleveland
39035116100,39035116100.0,OH,CLEVELAND,OH,Cleveland
39153533400,39153533400.0,OH,BARBERTON,OH,Akron
39153533400,39153533400.0,OH,AKRON,OH,Akron
39153533400,39153533400.0,OH,AKRON,OH,Akron
39153533400,39153533400.0,OH,AKRON,OH,Akron
39153532902,39153532902.0,OH,CUYAHOGA FALLS,OH,Akron
39153532902,39153532902.0,OH,CUYAHOGA FALLS,OH,Akron
39153532902,39153532902.0,OH,STOW,OH,Akron
39153532902,39153532902.0,OH,PENINSULA,OH,Akron
39153520301,39153520301.0,OH,CUYAHOGA FALLS,OH,Akron
39153520301,39153520301.0,OH,AKRON,OH,Akron
39153531101,39153531101.0,OH,LAKEMORE,OH,Akron
39153531101,39153531101.0,OH,AKRON,OH,Akron
39153531002,39153531002.0,OH,MOGADORE,OH,Akron
39153531002,39153531002.0,OH,AKRON,OH,Akron
39099800400,39099800400.0,OH,YOUNGSTOWN,OH,Youngstown
39099804300,39099804300.0,OH,YOUNGSTOWN,OH,Youngstown
39151713100,39151713100.0,OH,LOUISVILLE,OH,Canton
39151713100,39151713100.0,OH,CANTON,OH,Canton
39151713100,39151713100.0,OH,EAST CANTON,OH,Canton
39151712300,39151712300.0,OH,CANTON,OH,Canton
39151712300,39151712300.0,OH,CANTON,OH,Canton
39151712300,39151712300.0,OH,CANTON,OH,Canton
39151711600,39151711600.0,OH,CANTON,OH,Canton
39151711600,39151711600.0,OH,CANTON,OH,Canton
39151711800,39151711800.0,OH,CANTON,OH,Canton
39151711800,39151711800.0,OH,CANTON,OH,Canton
39151711800,39151711800.0,OH,NORTH CANTON,OH,Canton
39061024400,39061024400.0,OH,TERRACE PARK,OH,Cincinnati
39061024400,39061024400.0,OH,CINCINNATI,OH,Cincinnati
39061024400,39061024400.0,OH,CINCINNATI,OH,Cincinnati
39061024400,39061024400.0,OH,CINCINNATI,OH,Cincinnati
39061024400,39061024400.0,OH,CINCINNATI,OH,Cincinnati
39061001100,39061001100.0,OH,CINCINNATI,OH,Cincinnati
39061021401,39061021401.0,OH,CINCINNATI,OH,Cincinnati
39061021401,39061021401.0,OH,CINCINNATI,OH,Cincinnati
39061004702,39061004702.0,OH,CINCINNATI,OH,Cincinnati
39061004702,39061004702.0,OH,CINCINNATI,OH,Cincinnati
39061005400,39061005400.0,OH,CINCINNATI,OH,Cincinnati
39061005400,39061005400.0,OH,CINCINNATI,OH,Cincinnati
39061005400,39061005400.0,OH,CINCINNATI,OH,Cincinnati
39061020901,39061020901.0,OH,CINCINNATI,OH,Cincinnati
39061010800,39061010800.0,OH,CINCINNATI,OH,Cincinnati
39061010800,39061010800.0,OH,CINCINNATI,OH,Cincinnati
39061024200,39061024200.0,OH,CINCINNATI,OH,Cincinnati
39061024200,39061024200.0,OH,CINCINNATI,OH,Cincinnati
39061024200,39061024200.0,OH,CINCINNATI,OH,Cincinnati
39061004500,39061004500.0,OH,CINCINNATI,OH,Cincinnati
39061010700,39061010700.0,OH,CINCINNATI,OH,Cincinnati
39113110202,39113110202.0,OH,VANDALIA,OH,Dayton
39113110202,39113110202.0,OH,DAYTON,OH,Dayton
39113001700,39113001700.0,OH,DAYTON,OH,Dayton
39113080100,39113080100.0,OH,DAYTON,OH,Dayton
39113080100,39113080100.0,OH,DAYTON,OH,Dayton
39113080100,39113080100.0,OH,DAYTON,OH,Dayton
39113080100,39113080100.0,OH,DAYTON,OH,Dayton
