 ZIP Code,Year,AnnualChange (%),HPI,HPI with 1990 base,HPI with 2000 base,tract,usps_zip_pref_city,usps_zip_pref_state,res_ratio,bus_ratio,oth_ratio,tot_ratio
33773,2017,9.76,526.57,260.83,193.79,12103024505,LARGO,FL,0.058615578,0.238680827,0.23857868,0.094503287
33774,2017,7.04,513.12,259.11,190.09,12103025205,LARGO,FL,0.232279932,0.155821918,0.367952522,0.232377648
33781,2017,9.43,539.62,269.93,199.36,12103024804,PINELLAS PARK,FL,7.93E-05,0,0,6.49E-05
33782,2017,13.18,407.37,258.17,196.74,12103024505,PINELLAS PARK,FL,0.23426231,0.162043796,0.224783862,0.229960042
33803,2017,9.78,269.87,251.2,172.66,12105011834,LAKELAND,FL,0.011310755,0.118961353,0.058956916,0.022653537
33809,2017,8.86,233.7,203.87,159.41,12105012113,LAKELAND,FL,0.000143968,0.067134269,0.01025641,0.004706662
33810,2017,8.26,358.77,232.09,172.37,12105012113,LAKELAND,FL,0.123812905,0.136094675,0.049019608,0.1233316
33810,2017,8.26,358.77,232.09,172.37,12105012001,LAKELAND,FL,0.102999911,0.363905325,0.465686275,0.110027734
33811,2017,5.11,256.43,228.74,164.89,12105011902,LAKELAND,FL,0.135672206,0.554817276,0.45,0.170151174
33811,2017,5.11,256.43,228.74,164.89,12105011911,LAKELAND,FL,0.17928427,0.004429679,0,0.164281119
33812,2017,7.06,251.98,230.84,169.32,12105011834,LAKELAND,FL,0.459045758,0.431506849,0.22826087,0.455087004
33813,2017,8.78,395.57,216.8,166.88,12105011836,LAKELAND,FL,0.108658964,0.27032967,0.231372549,0.12345824
33813,2017,8.78,395.57,216.8,166.88,12105011834,LAKELAND,FL,0.031026873,0.012454212,0.133333333,0.031070128
33903,2017,9.71,351.92,233.9,181.38,12071010305,NORTH FORT MYERS,FL,0.118731988,0.047768207,0.115598886,0.113458262
33990,2017,7.05,403.95,242.23,191.68,12071010305,CAPE CORAL,FL,0.013360946,0.000734754,0.056472632,0.015216521
34952,2017,9.93,340.58,221.68,206.16,12111382010,PORT SAINT LUCIE,FL,0.05800297,0.131415929,0.021812081,0.063758523
35005,2017,4.77,149.41,.,99.12,1073012500,ADAMSVILLE,AL,0.07299843,0.011627907,0.066666667,0.070341731
35005,2017,4.77,149.41,.,99.12,1073012402,ADAMSVILLE,AL,0.000261643,0.01744186,0,0.000997755
35005,2017,4.77,149.41,.,99.12,1073012302,ADAMSVILLE,AL,0.035321821,0.029069767,0,0.034921427
35006,2017,2.92,115.8,.,112.09,1125010601,ADGER,AL,0.021459227,0.111111111,0,0.023974182
35020,2017,1.94,167.48,.,126.73,1073014203,BESSEMER,AL,0.000215254,0.005784062,0,0.000764137
35020,2017,1.94,167.48,.,126.73,1073010500,BESSEMER,AL,0.055463873,0.0218509,0.009478673,0.051515537
35022,2017,3.35,208.28,183.61,125.23,1073014203,BESSEMER,AL,0.434298635,0.136054422,0.139534884,0.410231815
35023,2017,3.7,237.33,177.57,120.83,1073012305,BESSEMER,AL,0.019937219,0,0,0.018360809
35023,2017,3.7,237.33,177.57,120.83,1073012302,BESSEMER,AL,0.035632476,0.008743169,0,0.033440113
35023,2017,3.7,237.33,177.57,120.83,1073013901,BESSEMER,AL,0.011622974,0.076502732,0.092783505,0.016876318
35043,2017,1.65,163.37,.,118.99,1117030344,CHELSEA,AL,0.011796589,0.021929825,0.042553191,0.012897552
35068,2017,8.77,179.96,.,129.08,1073012001,FULTONDALE,AL,0.024517594,0.024291498,0.036036036,0.024774302
35080,2017,1.05,204.8,178.39,127.86,1073014203,HELENA,AL,0.00331329,0,0,0.00310845
35094,2017,6.09,171.06,.,127.08,1073012704,LEEDS,AL,0.143663912,0.172789116,0.018018018,0.144584259
35094,2017,6.09,171.06,.,127.08,1073012703,LEEDS,AL,0.00137741,0,0,0.001233654
35111,2017,2.82,197.33,197.33,125.7,1073014203,MC CALLA,AL,0.245217166,0.333333333,0.571428571,0.249627976
35117,2017,2.99,198.61,198.61,127.81,1073012001,MOUNT OLIVE,AL,0.042417815,0.057971014,0,0.042758621
35118,2017,10.74,148.14,.,135.8,1073012500,MULGA,AL,0.208285386,0.126582278,0.333333333,0.204945055
35118,2017,10.74,148.14,.,135.8,1073012302,MULGA,AL,0.790563867,0.848101266,0.666666667,0.792857143
35124,2017,3.81,234.41,173.99,127.66,1117030305,PELHAM,AL,0.073942238,0.004816956,0.011299435,0.063363898
35126,2017,0.63,173.14,157.12,109.71,1073011207,PINSON,AL,0.000209644,0.002610966,0,0.000301326
35127,2017,3.6,222.58,161.15,115.7,1073013901,PLEASANT GROVE,AL,0.038073202,0.069148936,0.37037037,0.041054538
35127,2017,3.6,222.58,161.15,115.7,1073012302,PLEASANT GROVE,AL,0.021245267,0.037234043,0.074074074,0.022137251
35127,2017,3.6,222.58,161.15,115.7,1073012305,PLEASANT GROVE,AL,0.714345814,0.680851064,0.259259259,0.710605756
35130,2017,.,.,.,.,1073012302,QUINTON,AL,0.00131406,0,0,0.001264755
35206,2017,1.18,168.16,.,121.23,1073012602,BIRMINGHAM,AL,0.003805686,0,0,0.003423623
35207,2017,.,.,.,.,1073012001,BIRMINGHAM,AL,0,0.002074689,0,0.000171233
35208,2017,-6.27,147.35,.,114.56,1073003200,BIRMINGHAM,AL,0.015706806,0,0.038095238,0.015071507
35209,2017,4.14,670.86,324.85,185.5,1073010701,BIRMINGHAM,AL,0.06727046,0.007013442,0.064705882,0.056992547
35209,2017,4.14,670.86,324.85,185.5,1073010802,BIRMINGHAM,AL,0.001575113,0.06779661,0.019786096,0.014272493
35210,2017,3.66,243.57,191.81,129.07,1073010803,BIRMINGHAM,AL,0.184120382,0.036962366,0.026946108,0.156962785
35210,2017,3.66,243.57,191.81,129.07,1073012602,BIRMINGHAM,AL,0.119280646,0.289650538,0.077844311,0.143257303
35210,2017,3.66,243.57,191.81,129.07,1073010805,BIRMINGHAM,AL,0.134328358,0.036290323,0.01497006,0.115746299
35211,2017,6.59,117.78,.,115.34,1073014413,BIRMINGHAM,AL,0.000237897,0.019626168,0.004424779,0.001543538
35213,2017,4.11,607.68,303.4,174.39,1073010803,BIRMINGHAM,AL,0.191538566,0.016768293,0.008403361,0.172346877
35213,2017,4.11,607.68,303.4,174.39,1073010802,BIRMINGHAM,AL,0.098762073,0.006097561,0,0.088538508
35213,2017,4.11,607.68,303.4,174.39,1073010801,BIRMINGHAM,AL,0.425928445,0.649390244,0.718487395,0.45215282
35213,2017,4.11,607.68,303.4,174.39,1073010805,BIRMINGHAM,AL,0.008162155,0.00304878,0,0.007519709
35214,2017,9.66,211.99,169.31,121.69,1073012001,BIRMINGHAM,AL,0.194853309,0.062295082,0.036290323,0.183771323
35214,2017,9.66,211.99,169.31,121.69,1073012402,BIRMINGHAM,AL,0.152398118,0.38852459,0.306451613,0.169202397
35214,2017,9.66,211.99,169.31,121.69,1073003300,BIRMINGHAM,AL,0.00020026,0,0,0.000184417
35215,2017,7.38,210.11,148.58,111.95,1073011803,BIRMINGHAM,AL,0.096677163,0.086151369,0.0890625,0.095718307
35215,2017,7.38,210.11,148.58,111.95,1073011207,BIRMINGHAM,AL,0.097147154,0.01610306,0.053125,0.090550023
35216,2017,4.5,475.29,227,159.01,1073010802,BIRMINGHAM,AL,0.001157273,0,0,0.000970921
35216,2017,4.5,475.29,227,159.01,1073012906,BIRMINGHAM,AL,0.160918875,0.178552279,0.179752066,0.163842905
35223,2017,5.27,423.2,245.05,157.04,1073010802,BIRMINGHAM,AL,0.194494315,0.587513935,0.317365269,0.255882837
35223,2017,5.27,423.2,245.05,157.04,1073010805,BIRMINGHAM,AL,0.393975663,0.011148272,0,0.326641435
35223,2017,5.27,423.2,245.05,157.04,1073010801,BIRMINGHAM,AL,0.108916816,0.088071349,0.209580838,0.10860622
35224,2017,.,101.06,.,.,1073013901,BIRMINGHAM,AL,0,0.01980198,0,0.001168224
35224,2017,.,101.06,.,.,1073012302,BIRMINGHAM,AL,0.020852786,0.014851485,0,0.020443925
35224,2017,.,101.06,.,.,1073012500,BIRMINGHAM,AL,0.53470277,0.356435644,0.222222222,0.523364486
35226,2017,2.64,370.76,197.57,143.39,1073014413,BIRMINGHAM,AL,0.264107076,0.135379061,0.051094891,0.256361247
35235,2017,3.8,191.07,156.35,109,1073012602,BIRMINGHAM,AL,0.076665177,0.061752988,0.126530612,0.076395018
35242,2017,3.91,246.83,177.98,130.6,1117030303,BIRMINGHAM,AL,0.166502191,0.169054441,0.152298851,0.166516652
35242,2017,3.91,246.83,177.98,130.6,1117030212,BIRMINGHAM,AL,0.089330123,0.104584527,0.097701149,0.090585059
35242,2017,3.91,246.83,177.98,130.6,1073012704,BIRMINGHAM,AL,0.002644772,0,0,0.002412241
35242,2017,3.91,246.83,177.98,130.6,1117030330,BIRMINGHAM,AL,0.091027514,0.135625597,0.109195402,0.094617462
35242,2017,3.91,246.83,177.98,130.6,1073012703,BIRMINGHAM,AL,0.114948881,0.099331423,0.117816092,0.113807381
35242,2017,3.91,246.83,177.98,130.6,1073012910,BIRMINGHAM,AL,0.003434256,0,0,0.003132313
35242,2017,3.91,246.83,177.98,130.6,1117030344,BIRMINGHAM,AL,0.056803379,0.196275072,0.252873563,0.069774977
35242,2017,3.91,246.83,177.98,130.6,1117030213,BIRMINGHAM,AL,0.09813287,0.080706781,0.086206897,0.096669667
35242,2017,3.91,246.83,177.98,130.6,1117030305,BIRMINGHAM,AL,0.005171121,0.006685769,0.00862069,0.005328533
35243,2017,5.27,415.49,244.9,163.56,1073012703,BIRMINGHAM,AL,0.015512169,0.004605642,0.007407407,0.013914096
35243,2017,5.27,415.49,244.9,163.56,1073012910,BIRMINGHAM,AL,0.242310778,0.285549799,0.422222222,0.251663642
35243,2017,5.27,415.49,244.9,163.56,1117030303,BIRMINGHAM,AL,0.004190069,0,0,0.003554144
35243,2017,5.27,415.49,244.9,163.56,1073012906,BIRMINGHAM,AL,0.036729963,0.029936672,0.037037037,0.03584392
35244,2017,3.87,247.24,174.03,128.75,1073014203,BIRMINGHAM,AL,0.002977298,0,0.002645503,0.002613891
35244,2017,3.87,247.24,174.03,128.75,1073014413,BIRMINGHAM,AL,0.002170947,0.039180766,0.037037037,0.007308226
35244,2017,3.87,247.24,174.03,128.75,1117030305,BIRMINGHAM,AL,0.027167845,0.036064114,0.058201058,0.02885949
35244,2017,3.87,247.24,174.03,128.75,1117030303,BIRMINGHAM,AL,0.004900136,0,0.002645503,0.004267577
35401,2017,-0.98,324.99,253.13,170.04,1125012501,TUSCALOOSA,AL,0.038435172,0.036891117,0.005242464,0.036337265
35404,2017,-1.21,241.16,190.74,132.94,1125010500,TUSCALOOSA,AL,0.099105299,0.06980961,0.044088176,0.095033722
35404,2017,-1.21,241.16,190.74,132.94,1125010601,TUSCALOOSA,AL,0.016899901,0,0,0.015055521
35404,2017,-1.21,241.16,190.74,132.94,1125010804,TUSCALOOSA,AL,0.025617496,0.047144152,0.02004008,0.027045439
35405,2017,3.77,217.95,186.2,128.19,1125012502,TUSCALOOSA,AL,0.143647428,0.094834233,0.037940379,0.137691238
35406,2017,-1.77,249.46,212.88,147.93,1125010102,TUSCALOOSA,AL,0.066086518,0.030357143,0.007633588,0.06287703
35444,2017,11.88,156.72,.,148.09,1125010702,BROOKWOOD,AL,0.027051398,0.030534351,0,0.027222459
35444,2017,11.88,156.72,.,148.09,1125010601,BROOKWOOD,AL,0.863390442,0.93129771,1,0.867290515
35444,2017,11.88,156.72,.,148.09,1125010102,BROOKWOOD,AL,0.001803427,0,0,0.001701404
35453,2017,4.31,176.48,.,132.88,1125010804,COTTONDALE,AL,0.165425704,0.345833333,0.397727273,0.175222871
35453,2017,4.31,176.48,.,132.88,1125010601,COTTONDALE,AL,0.113467141,0.0875,0.045454545,0.111589302
35453,2017,4.31,176.48,.,132.88,1125010702,COTTONDALE,AL,0.50242797,0.258333333,0.193181818,0.489240701
35456,2017,5.36,164.54,.,117.04,1125010702,DUNCANVILLE,AL,0.346547315,0.337662338,0,0.345979381
35473,2017,3.64,186.25,.,135.52,1125010203,NORTHPORT,AL,0.042846404,0.05764411,0.026785714,0.043329801
35475,2017,3.35,215.99,.,139.94,1125010102,NORTHPORT,AL,0.160038333,0.096774194,0,0.158585149
35475,2017,3.35,215.99,.,139.94,1125010203,NORTHPORT,AL,0.14015333,0.11827957,0,0.13961115
35490,2017,-3.33,117.27,.,.,1125010702,VANCE,AL,0.020723283,0.045454545,0,0.021509582
35490,2017,-3.33,117.27,.,.,1125010601,VANCE,AL,0.02559935,0,0,0.024638248
35613,2017,0.24,192.22,169.38,130.01,1083021200,ATHENS,AL,0.110059715,0.121126761,0.030674847,0.10926949
35613,2017,0.24,192.22,169.38,130.01,1083020802,ATHENS,AL,0.255305466,0.326760563,0.190184049,0.256599141
35671,2017,15.95,142.91,.,.,1083021200,TANNER,AL,0.055386488,0.18902439,0.066666667,0.067508233
35741,2017,-9.76,145.19,.,115.99,1089010800,BROWNSBORO,AL,0.336790393,0.191304348,0.038461538,0.32066033
35748,2017,3.71,176.78,.,132.59,1089011300,GURLEY,AL,0.019761905,0.011627907,0,0.019406393
35749,2017,0.91,172.31,158.2,132.03,1089010624,HARVEST,AL,0.224123034,0.046783626,0.18,0.218870132
35749,2017,0.91,172.31,158.2,132.03,1089010502,HARVEST,AL,0.085104545,0.178362573,0.2,0.088250042
35749,2017,0.91,172.31,158.2,132.03,1083020802,HARVEST,AL,0.19215483,0.114035088,0.22,0.190038442
35756,2017,1.69,147.21,.,137.27,1083021200,MADISON,AL,0.73232702,0.786377709,0.96819788,0.739797729
35756,2017,1.69,147.21,.,137.27,1083020802,MADISON,AL,0.00112507,0.058823529,0.007067138,0.002927608
35757,2017,2.67,179.18,155.94,133.23,1089010623,MADISON,AL,0.37726992,0.612903226,0.446808511,0.382925072
35757,2017,2.67,179.18,155.94,133.23,1089010624,MADISON,AL,0.105744287,0.209677419,0.170212766,0.108429395
35757,2017,2.67,179.18,155.94,133.23,1083020802,MADISON,AL,0.022977146,0.032258065,0.042553191,0.023294909
35758,2017,4.42,175.93,158.99,134.66,1089011022,MADISON,AL,0.218533333,0.355699581,0.270310192,0.233837209
35759,2017,1.28,174.39,158.12,125.67,1089010702,MERIDIANVILLE,AL,0.071119357,0.01025641,0,0.068468824
35760,2017,-0.2,170.86,.,138.13,1089011300,NEW HOPE,AL,0.107374857,0.065934066,0.03125,0.105109489
35763,2017,5.2,166.83,.,132.17,1089011300,OWENS CROSS ROADS,AL,0.31640327,0.268292683,0.25,0.314390372
35773,2017,2.75,188.35,166.01,134.72,1089010502,TONEY,AL,0.125098101,0.042857143,0.040816327,0.121870287
35801,2017,3.67,478.9,226.57,169.97,1089010800,HUNTSVILLE,AL,0.000338811,0.000278242,0,0.00030828
35803,2017,2.61,309.37,157.4,135.27,1089011300,HUNTSVILLE,AL,0.089263375,0.089766607,0.013513514,0.088112472
35806,2017,2.21,162.75,153.78,127.87,1089010623,HUNTSVILLE,AL,0.048661298,0.007845188,0.001466276,0.042223909
35806,2017,2.21,162.75,153.78,127.87,1089011022,HUNTSVILLE,AL,0,0.019874477,0.007331378,0.002511242
35810,2017,5.21,150.77,133.03,121.95,1089010702,HUNTSVILLE,AL,0.068615083,0.05115346,0.020325203,0.066726839
35811,2017,5.09,190.92,161.76,136.61,1089010800,HUNTSVILLE,AL,0.323114975,0.366230678,0.168421053,0.323592848
35811,2017,5.09,190.92,161.76,136.61,1089000201,HUNTSVILLE,AL,0.031479538,0.121284185,0.078947368,0.03736172
35811,2017,5.09,190.92,161.76,136.61,1089010702,HUNTSVILLE,AL,0.174786389,0.126040428,0.178947368,0.171989146
36043,2017,5.08,116.98,.,.,1101005901,HOPE HULL,AL,0.652746255,0.808219178,0.972972973,0.662775616
36064,2017,-0.49,178.26,.,122.48,1101005610,PIKE ROAD,AL,0.040181574,0.055865922,0,0.040547142
36064,2017,-0.49,178.26,.,122.48,1101005503,PIKE ROAD,AL,0.304303968,0.38547486,0.357142857,0.306790425
36064,2017,-0.49,178.26,.,122.48,1101005501,PIKE ROAD,AL,0.022528581,0.033519553,0,0.02279759
36064,2017,-0.49,178.26,.,122.48,1101005608,PIKE ROAD,AL,0.097007397,0.061452514,0.357142857,0.096564078
36105,2017,-1.14,119.23,.,113.83,1101005901,MONTGOMERY,AL,0.109408852,0.213143872,0.038461538,0.115167378
36105,2017,-1.14,119.23,.,113.83,1101005610,MONTGOMERY,AL,0,0.003552398,0,0.00027552
36108,2017,1.34,113.78,.,.,1101005901,MONTGOMERY,AL,0.020083044,0.066907776,0.091559371,0.02756137
36109,2017,0.34,151.38,132,106.7,1101005301,MONTGOMERY,AL,0,0.00095057,0,7.72E-05
36116,2017,5.59,122.96,116.52,101.05,1101005610,MONTGOMERY,AL,0.023903221,0.025672372,0,0.022652074
36116,2017,5.59,122.96,116.52,101.05,1101005901,MONTGOMERY,AL,0.002915027,0.000611247,0,0.002587597
36116,2017,5.59,122.96,116.52,101.05,1101005608,MONTGOMERY,AL,0.000485838,0,0,0.000424196
36117,2017,0.68,145.41,129.43,108.25,1101005608,MONTGOMERY,AL,0.001854523,0.000306185,0,0.001623892
36117,2017,0.68,145.41,129.43,108.25,1101005501,MONTGOMERY,AL,0.033587472,0.020208206,0.006281407,0.03127758
36117,2017,0.68,145.41,129.43,108.25,1101005503,MONTGOMERY,AL,0.026869977,0.015615432,0.001256281,0.024852614
36525,2017,.,.,.,.,1097003800,CREOLA,AL,0.235544735,0.081967213,0.571428571,0.230340212
36571,2017,4.2,194.77,.,135.84,1097003800,SARALAND,AL,0.000477726,0.032553408,0.013761468,0.004073532
36572,2017,6.89,202.68,202.68,137.62,1097003800,SATSUMA,AL,0.000283688,0,0,0.000262192
36608,2017,1.66,279.15,215.17,137.93,1097006403,MOBILE,AL,0.047007861,0.110845676,0.048484848,0.053281745
36608,2017,1.66,279.15,215.17,137.93,1097006405,MOBILE,AL,0.000320873,0.039655996,0.016666667,0.00466157
36608,2017,1.66,279.15,215.17,137.93,1097003605,MOBILE,AL,0.000160436,0.002866699,0.003030303,0.000512773
36608,2017,1.66,279.15,215.17,137.93,1097006404,MOBILE,AL,0.000641746,0.008122312,0.006060606,0.001538318
36611,2017,6.33,108.46,.,.,1097003800,MOBILE,AL,0.051926845,0.061403509,0,0.051350549
36617,2017,-9.78,78.96,.,.,1097003902,MOBILE,AL,0.048834793,0.048,0.00330033,0.046931895
36619,2017,2.91,176.14,176.14,126.82,1097006801,MOBILE,AL,0.254001301,0.053030303,0.065217391,0.229793072
36619,2017,2.91,176.14,176.14,126.82,1097006802,MOBILE,AL,0.328301887,0.641774892,0.52173913,0.364467818
36695,2017,3.5,211.78,166.75,126.85,1097006404,MOBILE,AL,0.207150181,0.26010929,0.238255034,0.209591474
36695,2017,3.5,211.78,166.75,126.85,1097006405,MOBILE,AL,0.176570231,0.137704918,0.140939597,0.174617271
36695,2017,3.5,211.78,166.75,126.85,1097006801,MOBILE,AL,0.065305577,0.104918033,0.05704698,0.066734331
37020,2017,6.66,179.36,.,176.59,47149040702,BELL BUCKLE,TN,0.080053667,0.171428571,0,0.081461911
37027,2017,4.06,418.02,275.32,184.01,47037018601,BRENTWOOD,TN,4.22E-05,0,0,3.68E-05
37027,2017,4.06,418.02,275.32,184.01,47037018700,BRENTWOOD,TN,0.014084507,0.033240997,0.029520295,0.016430887
37027,2017,4.06,418.02,275.32,184.01,47037018602,BRENTWOOD,TN,0.009150713,0.002077562,0,0.008215444
37037,2017,11.56,299.03,.,182.36,47149040702,CHRISTIANA,TN,0.482593675,0.555555556,0.5,0.483803553
37127,2017,10.76,257.09,.,173.29,47149040702,MURFREESBORO,TN,0.12601626,0.054054054,0.077922078,0.122949002
37128,2017,9.53,273.64,259.54,168.93,47149040901,MURFREESBORO,TN,0.000330175,0,0,0.000318451
37129,2017,9.69,300.87,249.39,171.2,47149040302,MURFREESBORO,TN,0.066755916,0.00815439,0,0.058641396
37129,2017,9.69,300.87,249.39,171.2,47149040901,MURFREESBORO,TN,0.114950431,0.286490894,0.328767123,0.139081754
37167,2017,11.76,301.05,241.04,165.55,47149040302,SMYRNA,TN,0.071319644,0.028533214,0.009584665,0.067570644
37203,2017,13.15,336.16,.,.,47037016000,NASHVILLE,TN,0,0.006997595,0.002053388,0.001143357
37204,2017,5.97,536.27,443.53,247.96,47037017200,NASHVILLE,TN,0.134625404,0.479351803,0.210526316,0.192281479
37204,2017,5.97,536.27,443.53,247.96,47037017701,NASHVILLE,TN,0.097113681,0.005227392,0,0.080252172
37205,2017,5.61,688.36,356.44,208.81,47037018601,NASHVILLE,TN,0.001591896,0,0,0.001432478
37210,2017,11.32,313.72,.,243.65,47037017200,NASHVILLE,TN,0.034563791,0.018308631,0.033742331,0.031637185
37210,2017,11.32,313.72,.,243.65,47037016000,NASHVILLE,TN,0.114364046,0.121185702,0.199386503,0.117743318
37211,2017,10.64,480.08,286.69,197.87,47037017200,NASHVILLE,TN,0.023458961,0.128952263,0.070895522,0.032564856
37215,2017,8.61,655.88,359.89,208.68,47037018601,NASHVILLE,TN,0.06311056,0.002969121,0,0.055390234
37215,2017,8.61,655.88,359.89,208.68,47037018602,NASHVILLE,TN,0.114281284,0.00415677,0,0.100162316
37220,2017,6.6,402.69,336.97,213.76,47037018602,NASHVILLE,TN,0.014064698,0.010416667,0,0.01369863
37220,2017,6.6,402.69,336.97,213.76,47037018700,NASHVILLE,TN,0.419127989,0.203125,0.466666667,0.406066536
37220,2017,6.6,402.69,336.97,213.76,47037017701,NASHVILLE,TN,0.016174402,0,0,0.015003262
37221,2017,6.8,387.19,243.92,173.68,47037018601,NASHVILLE,TN,0.001884925,0,0,0.001785077
37343,2017,5.39,464.1,209.7,151.22,47065010413,HIXSON,TN,0.082576421,0.029880478,0.02248062,0.075239124
37343,2017,5.39,464.1,209.7,151.22,47065010434,HIXSON,TN,0.036838951,0.011952191,0.009302326,0.033417377
37377,2017,5.24,397.47,237.18,165.47,47065010902,SIGNAL MOUNTAIN,TN,0.023309753,0,0.024390244,0.022116733
37379,2017,5.63,301.16,223.56,150.08,47065010434,SODDY DAISY,TN,0.018912705,0.079766537,0.033057851,0.021249469
37405,2017,7.67,593.19,454.16,220.57,47065010902,CHATTANOOGA,TN,0.029104605,0.059859155,0.028616852,0.032262763
37411,2017,12.08,310.82,265.67,158.2,47065011700,CHATTANOOGA,TN,0.000878445,0,0,0.000744186
37412,2017,5.12,230.68,200.02,138.51,47065011700,CHATTANOOGA,TN,0.193215085,0.138135593,0.190092166,0.188259406
37415,2017,8.56,324.26,246.08,164.67,47065010434,CHATTANOOGA,TN,0.006728045,0.000808407,0,0.006080568
37849,2017,5.89,245.65,203.76,148.73,47093006207,POWELL,TN,0,0.027194067,0,0.0014777
37849,2017,5.89,245.65,203.76,148.73,47093006104,POWELL,TN,0.195406437,0.189122373,0.247368421,0.195728103
37871,2017,2.05,196.79,.,140.65,47093005301,STRAWBERRY PLAINS,TN,0.112830866,0.198198198,0,0.113932292
37912,2017,10.19,198.72,.,151.07,47093006207,KNOXVILLE,TN,0,0.000788022,0,6.99E-05
37912,2017,10.19,198.72,.,151.07,47093006104,KNOXVILLE,TN,0.003701915,0.044917258,0.014754098,0.00782943
37914,2017,5.45,275.32,232.43,153.77,47093005401,KNOXVILLE,TN,0.176810865,0.252077562,0.112716763,0.181253275
37918,2017,3.64,241.36,215.48,153.32,47093006207,KNOXVILLE,TN,0.07572093,0.033527697,0.029900332,0.071545741
37919,2017,5.57,465.7,250.53,172.46,47093005701,KNOXVILLE,TN,0.134067003,0.010041551,0.024193548,0.111617087
37919,2017,5.57,465.7,250.53,172.46,47093005712,KNOXVILLE,TN,0.01562595,0,0.012672811,0.013265357
37919,2017,5.57,465.7,250.53,172.46,47093005704,KNOXVILLE,TN,0.034778379,0.031163435,0.012672811,0.033311884
37920,2017,5.45,270.71,236.51,159,47093005604,KNOXVILLE,TN,0.059602941,0.042608134,0.012512031,0.056629125
37920,2017,5.45,270.71,236.51,159,47093005603,KNOXVILLE,TN,0.090152749,0.091672046,0.038498556,0.088124877
37921,2017,4.51,207.18,.,147.16,47093006104,KNOXVILLE,TN,0.000606934,0.00848111,0,0.001276539
37922,2017,5.36,340.96,211.05,160,47093005701,KNOXVILLE,TN,0.0039179,0.000587199,0,0.003528069
37922,2017,5.36,340.96,211.05,160,47093005807,KNOXVILLE,TN,0.07672066,0.16852613,0.219148936,0.088305489
37922,2017,5.36,340.96,211.05,160,47093005712,KNOXVILLE,TN,0.121279457,0.008807986,0.006382979,0.108540002
37922,2017,5.36,340.96,211.05,160,47093005709,KNOXVILLE,TN,0.069762002,0.017028773,0.042553191,0.064439141
37923,2017,7.58,289.11,216.88,164.87,47093005712,KNOXVILLE,TN,0.089873502,0.011152416,0.032586558,0.080569264
37923,2017,7.58,289.11,216.88,164.87,47093005704,KNOXVILLE,TN,0.191072256,0.272862454,0.217922607,0.198898198
37923,2017,7.58,289.11,216.88,164.87,47093004606,KNOXVILLE,TN,0.041128552,0.026022305,0.020366599,0.038792609
37923,2017,7.58,289.11,216.88,164.87,47093004610,KNOXVILLE,TN,0.199880787,0.384386617,0.550916497,0.233903363
37924,2017,4.99,161.52,.,134.71,47093005301,KNOXVILLE,TN,0.275298921,0.266584767,0.242424242,0.273833931
37924,2017,4.99,161.52,.,134.71,47093005202,KNOXVILLE,TN,0.287693205,0.168304668,0.242424242,0.274474628
37931,2017,5.56,258.7,212.5,154.14,47093004606,KNOXVILLE,TN,0.174912157,0.076446281,0.02919708,0.169068588
37934,2017,3.51,301.09,209.63,160.3,47093005807,FARRAGUT,TN,0.011263213,0.000834028,0.009174312,0.010263138
37938,2017,4.01,229.01,199.34,145.42,47093006207,KNOXVILLE,TN,0.005664209,0.070247934,0,0.008798544
38018,2017,8.26,171.39,139.29,106.37,47157980400,CORDOVA,TN,0,0.004012841,0.00129199,0.000333853
38018,2017,8.26,171.39,139.29,106.37,47157021139,CORDOVA,TN,0.096602307,0.004815409,0,0.086078344
38111,2017,5.56,362.29,210.99,138.45,47157980100,MEMPHIS,TN,0,0.001357773,0,8.42E-05
38116,2017,5.14,212.15,177.27,107.94,47157980100,MEMPHIS,TN,0.000222903,0.04622051,0.003264925,0.004827213
38118,2017,16.94,146.51,.,118.73,47157980100,MEMPHIS,TN,0.001578443,0.140356782,0.010819165,0.020573043
38120,2017,6.71,373.91,190.7,133.34,47157980400,MEMPHIS,TN,0,0.042087542,0.003442341,0.003359462
38134,2017,4.96,293.38,145.98,111.87,47157020622,MEMPHIS,TN,0.117549465,0.165482658,0.09738041,0.121431719
38134,2017,4.96,293.38,145.98,111.87,47157980400,MEMPHIS,TN,0.000675925,0.011282908,0,0.001860647
39041,2017,-4.84,124.82,.,.,28049010500,BOLTON,MS,0.674886437,0.763636364,1,0.678146525
39056,2017,6.01,327.33,188.96,134.96,28049010500,CLINTON,MS,0.142282554,0.043429844,0.069620253,0.13456505
39157,2017,2.76,169.38,165.99,125.75,28089030105,RIDGELAND,MS,0.105441131,0.289427468,0.197343454,0.140363725
39209,2017,-5.9,144.14,.,121.38,28049010500,JACKSON,MS,0.051069218,0.022824536,0,0.04788679
39213,2017,.,.,.,.,28049010500,JACKSON,MS,0.016080313,0.009297521,0,0.015254918
39213,2017,.,.,.,.,28089030105,JACKSON,MS,0.001332623,0.006198347,0.008658009,0.001846648
39501,2017,3.43,237.53,.,138.76,28047003101,GULFPORT,MS,0.028891358,0.005341246,0,0.024956847
39501,2017,3.43,237.53,.,138.76,28047980000,GULFPORT,MS,0,0.002373887,0,0.000287687
39503,2017,1.55,183.89,183.89,121.65,28047003505,GULFPORT,MS,0.14008333,0.065654091,0.073529412,0.133794481
